"filename", "language", "Ignore", "JSON", "Properties", "JavaScript", "TypeScript", "Markdown", "JSON with Comments", "XML", "TypeScript JSX", "CSS", "HTML", "Docker", "comment", "blank", "total"
"d:\Kyle\Projects\bpit-das-v2\frontend\src\types\parameters.d.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"d:\Kyle\Projects\bpit-das-v2\frontend\src\types\serialAnalyzers.ts", "TypeScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14
"d:\Kyle\Projects\bpit-das-v2\frontend\src\types\stations.d.ts", "TypeScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"d:\Kyle\Projects\bpit-das-v2\frontend\src\types\tcpAnalyzers.d.ts", "TypeScript", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"d:\Kyle\Projects\bpit-das-v2\frontend\src\types\timebases.d.ts", "TypeScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"d:\Kyle\Projects\bpit-das-v2\frontend\src\types\userLogs.d.ts", "TypeScript", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
"d:\Kyle\Projects\bpit-das-v2\frontend\src\types\users.d.ts", "TypeScript", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24
"d:\Kyle\Projects\bpit-das-v2\frontend\src\types\virtualChannels.d.ts", "TypeScript", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"d:\Kyle\Projects\bpit-das-v2\frontend\src\utils\analyzers.ts", "TypeScript", 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 6, 49
"d:\Kyle\Projects\bpit-das-v2\frontend\src\utils\constants.ts", "TypeScript", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 25
"d:\Kyle\Projects\bpit-das-v2\frontend\src\utils\dates.ts", "TypeScript", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 9, 47
"d:\Kyle\Projects\bpit-das-v2\frontend\src\utils\removeUndefined.ts", "TypeScript", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 1, 1, 10
"d:\Kyle\Projects\bpit-das-v2\frontend\src\utils\strings.ts", "TypeScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"d:\Kyle\Projects\bpit-das-v2\frontend\tsconfig.app.json", "JSON", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 30
"d:\Kyle\Projects\bpit-das-v2\frontend\tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 8
"d:\Kyle\Projects\bpit-das-v2\frontend\tsconfig.node.json", "JSON", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 25
"d:\Kyle\Projects\bpit-das-v2\frontend\vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"d:\Kyle\Projects\bpit-das-v2\frontend\vite.config.ts", "TypeScript", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 1, 2, 14
"Total", "-", 2, 4441, 2, 34, 1405, 40, 7, 1, 5187, 392, 13, 12, 123, 1180, 12839
